availability,a,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet,available_month
Jun 01,2022-06-01 00:00:00,Victoria Park,51.0398526,-114.0665193,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/368446,Apartment,2400,2,881,2.0,2,2,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,South Calgary,51.0238338,-114.1043286,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/481246,Apartment,2375,2,751,2.0,2,2,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Beltline,51.04274,-114.067714,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/148858,Apartment,2200,1,1010,1.0,2,2,1,0,1,0,0,6
Sep 01,2022-09-01 00:00:00,Arbour Lake,51.1275997,-114.2086422,/ab/calgary/rentals/apartment/2-bedrooms/arbour-lake/pet-friendly/64336,Apartment,2150,2,1054,2.0,2,2,1,1,1,0,1,9
Sep 01,2022-09-01 00:00:00,Bridgeland,51.051014,-114.04359,/ab/calgary/rentals/apartment/2-bedrooms/bridgeland/445740,Apartment,2195,2,1030,2.0,0,0,1,1,1,0,1,9
call for availability,call for availability,South Calgary,51.0241666,-114.1141032,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/481715,Apartment,2150,1,865,2.0,2,2,0,0,0,0,0,call for availability
call for availability,call for availability,Manchester,51.003851858431,-114.068871734393,/ab/calgary/rentals/apartment/1-bedroom/manchester/pet-friendly/462707,Apartment,2320,1,541,1.0,2,2,1,1,1,1,1,call for availability
call for availability,call for availability,Windsor Park,51.00805,-114.081114,/ab/calgary/rentals/apartment/1-bedroom/windsor-park/pet-friendly/387408,Apartment,,2,882,2.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0370382,-114.0790526,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/360545,Apartment,,2,2000,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Victoria Park,51.0415203,-114.055738,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/416372,Apartment,,2,814,2.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.0423207,-114.0834087,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/335626,Apartment,,2,1388,2.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Renfrew,51.058042,-114.049127,/ab/calgary/rentals/apartment/1-bedroom/renfrew/302543,Apartment,,2,1095,2.0,0,0,1,0,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Victoria Park,51.0405707,-114.0586474,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/476038,Apartment,2775,2,1174,2.0,2,2,1,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Brentwood,51.0841687,-114.1287177,/ab/calgary/rentals/apartment/1-bedroom/brentwood/pet-friendly/377368,Apartment,2605,2,657,1.0,2,2,1,1,1,0,0,1
May 01,2022-05-01 00:00:00,Beltline,51.04366769609,-114.07208817361,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/483743,Apartment,2605,2,900,2.0,2,2,1,0,1,0,1,5
Immediate,2000-01-01 00:00:00,West Hillhurst,51.054636,-114.1167639,/ab/calgary/rentals/apartment/1-bedroom/west-hillhurst/pet-friendly/319079,Apartment,2600,2,853,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Mahogany,50.8960136,-113.9342337,/ab/calgary/rentals/apartment/1-bedroom/mahogany/pet-friendly/442585,Apartment,2781,2,927,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,West Springs,51.064735378703,-114.209955114017,/ab/calgary/rentals/apartment/1-bedroom/west-springs/pet-friendly/407788,Apartment,2750,2,1102,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.046632865945,-114.06320966323,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/434562,Apartment,2755,1,772,1.0,2,2,1,1,1,1,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.0422674,-114.0845042,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/139573,Apartment,2695,2,1377,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.041837187973,-114.07202629444,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/433243,Apartment,3000,1,796,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Sunnyside,51.0539797,-114.0851061,/ab/calgary/rentals/apartment/2-bedrooms/sunnyside/481381,Apartment,2650,2,816,1.0,0,0,1,0,1,0,0,1
May 01,2022-05-01 00:00:00,Eau Claire,51.053149,-114.0671572,/ab/calgary/rentals/apartment/2-bedrooms/eau-claire/484878,Apartment,3000,2,841,2.0,0,0,1,1,1,1,1,5
May 01,2022-05-01 00:00:00,Sunnyside,51.054978727681,-114.083002744238,/ab/calgary/rentals/apartment/2-bedrooms/sunnyside/pet-friendly/308232,Apartment,2795,2,850,2.0,2,2,1,0,1,0,1,5
May 05,2022-05-05 00:00:00,Mahogany,50.8969326,-113.9365606,/ab/calgary/rentals/apartment/1-bedroom/mahogany/pet-friendly/398877,Apartment,2708,2,915,2.0,2,2,1,0,1,0,0,5
Jun 01,2022-06-01 00:00:00,Bridgeland,51.051014,-114.04359,/ab/calgary/rentals/apartment/2-bedrooms/bridgeland/445740,Apartment,2995,3,1200,2.0,0,0,1,1,1,0,1,6
call for availability,call for availability,Victoria Park,51.0398526,-114.0665193,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/368446,Apartment,,1,1003,2.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Kingsland,50.984058576619,-114.074082228836,/ab/calgary/rentals/apartment/1-bedroom/kingsland/pet-friendly/478205,Apartment,2850,1,672,1.0,2,2,1,1,1,0,1,call for availability
call for availability,call for availability,Lower Mount Royal,51.0370382,-114.0790526,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/360545,Apartment,,3,1571,2.0,2,2,0,0,0,0,0,call for availability
call for availability,call for availability,Hillhurst,51.0573022,-114.0912385,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/406644,Apartment,,2,1201,2.0,0,2,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.0423207,-114.0834087,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/335626,Apartment,,2,1377,2.0,2,2,1,0,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Downtown,51.046632865945,-114.06320966323,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/434562,Apartment,3175,2,1029,1.0,2,2,1,1,1,1,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.041837187973,-114.07202629444,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/433243,Apartment,3200,1,829,1.0,2,2,1,0,1,0,0,1
May 01,2022-05-01 00:00:00,Connaught,51.04338,-114.08903,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/480178,Apartment,3500,3,1466,2.0,2,2,1,0,1,0,0,5
May 01,2022-05-01 00:00:00,Beltline,51.0387688,-114.0790789,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/481049,Apartment,3399,2,1000,2.0,2,2,1,1,1,0,0,5
Jun 01,2022-06-01 00:00:00,Mahogany,50.8960136,-113.9342337,/ab/calgary/rentals/apartment/1-bedroom/mahogany/pet-friendly/442585,Apartment,3452,2,1103,2.0,2,2,1,0,1,0,0,6
Jul 01,2022-07-01 00:00:00,East Village,51.049672058915,-114.055328719482,/ab/calgary/rentals/apartment/2-bedrooms/east-village/pet-friendly/88882,Apartment,3300,2,2000,2.0,2,2,1,1,1,1,1,7
call for availability,call for availability,Kingsland,50.984058576619,-114.074082228836,/ab/calgary/rentals/apartment/1-bedroom/kingsland/pet-friendly/478205,Apartment,3250,1,753,1.0,2,2,1,1,1,0,1,call for availability
call for availability,call for availability,Springbank Hill,51.0263635,-114.2093598,/ab/calgary/rentals/apartment/1-bedroom/springbank-hill/472610,Apartment,,2,1678,2.0,0,0,1,1,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Mahogany,50.8960136,-113.9342337,/ab/calgary/rentals/apartment/1-bedroom/mahogany/pet-friendly/442585,Apartment,3853,2,1192,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.0478584,-114.0533345,/ab/calgary/rentals/apartment/2-bedrooms/downtown/pet-friendly/462379,Apartment,4100,2,1375,2.0,0,2,1,0,1,0,0,1
May 01,2022-05-01 00:00:00,Downtown,51.043534,-114.082819,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Apartment,3832,2,1033,2.0,2,2,1,0,0,0,0,5
call for availability,call for availability,Kingsland,50.984058576619,-114.074082228836,/ab/calgary/rentals/apartment/1-bedroom/kingsland/pet-friendly/478205,Apartment,3950,2,916,2.0,2,2,1,1,1,0,1,call for availability
Immediate,2000-01-01 00:00:00,Mahogany,50.8960136,-113.9342337,/ab/calgary/rentals/apartment/1-bedroom/mahogany/pet-friendly/442585,Apartment,4225,2,1276,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.046632865945,-114.06320966323,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/434562,Apartment,4460,3,1225,2.0,2,2,1,1,1,1,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.041837187973,-114.07202629444,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/433243,Apartment,4500,3,1323,2.0,2,2,1,0,1,0,0,1
Jul 01,2022-07-01 00:00:00,Lower Mount Royal,51.0376312,-114.0831935,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/316344,Apartment,4300,2,1896,2.0,0,0,1,1,1,0,0,7
Immediate,2000-01-01 00:00:00,Beltline,51.041837187973,-114.07202629444,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/433243,Apartment,4600,3,1323,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Varsity,51.088336672268,-114.146423697541,/ab/calgary/rentals/shared/1-bedroom/varsity/340159,Shared,560,1,1151,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,West Hillhurst,51.056032,-114.10894,/ab/calgary/rentals/shared/4-bedrooms/west-hillhurst/405710,Shared,600,4,3500,3.0,0,0,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Royal Oak,51.1444706,-114.211952,/ab/calgary/rentals/shared/1-bedroom/royal-oak/469903,Shared,600,1,130,1.0,0,0,0,0,0,0,1,1
Immediate,2000-01-01 00:00:00,Marlborough,51.0498755,-113.9726525,/ab/calgary/rentals/shared/4-bedrooms/marlborough/133809,Shared,400,4,1090,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Scenic Acres,51.1268497,-114.2200209,/ab/calgary/rentals/shared/1-bedroom/scenic-acres/422866,Shared,795,1,2400,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Radisson Heights,51.0445147,-113.9953807,/ab/calgary/rentals/shared/4-bedrooms/radisson-heights/456087,Shared,450,4,1766,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Auburn Bay,50.8854823,-113.945515,/ab/calgary/rentals/shared/1-bedroom/auburn-bay/485233,Shared,550,1,1750,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Carrington,51.1814409,-114.091869,/ab/calgary/rentals/shared/1-bedroom/carrington/400113,Shared,700,1,1338,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Beddington,51.1268286,-114.0883376,/ab/calgary/rentals/shared/1-bedroom/beddington/464388,Shared,600,1,1000,1.0,0,0,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Dalhousie,51.1048978,-114.1543041,/ab/calgary/rentals/shared/1-bedroom/dalhousie/299747,Shared,600,1,2000,3.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Coventry Hills,51.1634946,-114.0574536,/ab/calgary/rentals/shared/1-bedroom/coventry-hills/400160,Shared,600,1,500,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Southwood,50.954338,-114.0843534,/ab/calgary/rentals/shared/1-bedroom/southwood/pet-friendly/485064,Shared,800,1,2000,2.0,2,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Montgomery,51.0765307,-114.1688032,/ab/calgary/rentals/shared/1-bedroom/montgomery/pet-friendly/475880,Shared,800,1,1890,1.0,2,2,0,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Altadore,51.022655,-114.1039146,/ab/calgary/rentals/shared/1-bedroom/altadore/484954,Shared,1000,1,882,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Auburn Bay,50.88528,-113.96389,/ab/calgary/rentals/shared/1-bedroom/auburn-bay/16685,Shared,750,1,2500,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Springbank,51.075279,-114.260576,/ab/calgary/rentals/shared/5-bedrooms/springbank/299308,Shared,1000,5,6500,4.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Highland Park,51.0845801,-114.0635691,/ab/calgary/rentals/shared/1-bedroom/highland-park/356233,Shared,500,1,980,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Sunalta,51.0415959,-114.0960556,/ab/calgary/rentals/shared/1-bedroom/sunalta/482604,Shared,800,1,1700,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Killarney,51.0353203,-114.1415914,/ab/calgary/rentals/shared/1-bedroom/killarney/92378,Shared,650,1,1200,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Dalhousie,51.1024302,-114.1483394,/ab/calgary/rentals/shared/2-bedrooms/dalhousie/144429,Shared,500,2,700,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Banff Trail,51.079489,-114.120645,/ab/calgary/rentals/shared/2-bedrooms/banff-trail/465485,Shared,500,2,1100,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Evanston,51.1806742,-114.1189366,/ab/calgary/rentals/shared/1-bedroom/evanston/478315,Shared,855,1,1600,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Southview,51.034112,-113.9886758,/ab/calgary/rentals/shared/1-bedroom/southview/403668,Shared,750,1,1000,1.0,0,0,1,1,0,1,1,1
Immediate,2000-01-01 00:00:00,Brentwood,51.0912498,-114.1322761,/ab/calgary/rentals/shared/4-bedrooms/brentwood/407216,Shared,525,4,1200,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Mount Pleasant,51.0378432,-114.0380598,/ab/calgary/rentals/shared/3-bedrooms/mount-pleasant/115080,Shared,750,3,2000,4.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Carrington,51.1787788,-114.0830572,/ab/calgary/rentals/shared/3-bedrooms/carrington/pet-friendly/387190,Shared,800,3,1517,2.0,0,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Chaparral,50.8802363,-114.0204748,/ab/calgary/rentals/shared/4-bedrooms/chaparral/471121,Shared,575,4,3000,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Bowness,51.0902933,-114.1947063,/ab/calgary/rentals/shared/3-bedrooms/bowness/338657,Shared,575,3,695,1.0,0,0,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Thorncliffe,51.1066647,-114.0661184,/ab/calgary/rentals/shared/1-bedroom/thorncliffe/469102,Shared,500,1,1400,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Deer Ridge,50.9215879,-114.0207909,/ab/calgary/rentals/shared/1-bedroom/deer-ridge/483494,Shared,675,1,500,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Douglasdale,50.942071854043,-113.989913500464,/ab/calgary/rentals/shared/1-bedroom/douglasdale/pet-friendly/406174,Shared,700,1,400,1.0,2,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Edgemont,51.125696,-114.144371,/ab/calgary/rentals/shared/2-bedrooms/edgemont/443126,Shared,560,2,1900,3.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Bridlewood,50.8965281,-114.1005792,/ab/calgary/rentals/shared/3-bedrooms/bridlewood/418750,Shared,750,3,1800,3.0,0,0,0,0,0,1,1,1
Immediate,2000-01-01 00:00:00,Citadel,51.1422806,-114.1787636,/ab/calgary/rentals/shared/3-bedrooms/citadel/462795,Shared,500,3,1200,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Connaught,51.03923517591,-114.086365699768,/ab/calgary/rentals/shared/2-bedrooms/connaught/pet-friendly/18480,Shared,700,2,1117,1.0,2,2,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Beltline,51.062820148349,-114.099552171887,/ab/calgary/rentals/shared/2-bedrooms/beltline/423491,Shared,800,2,880,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Auburn Bay,50.899620362876,-113.959845228806,/ab/calgary/rentals/shared/4-bedrooms/auburn-bay/61314,Shared,700,4,3300,4.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Glenbrook,51.02664,-114.1523,/ab/calgary/rentals/shared/1-bedroom/glenbrook/307355,Shared,650,1,700,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Nolan Hill,51.17882,-114.17413,/ab/calgary/rentals/shared/1-bedroom/nolan-hill/480257,Shared,595,1,1700,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Sunnyside,51.0540251,-114.0815311,/ab/calgary/rentals/shared/1-bedroom/sunnyside/449317,Shared,1100,1,2000,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Rundle,51.0700259,-113.9776368,/ab/calgary/rentals/shared/3-bedrooms/rundle/439049,Shared,650,3,1202,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.0371006,-114.0942285,/ab/calgary/rentals/shared/2-bedrooms/lower-mount-royal/129507,Shared,975,2,1200,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Montgomery,51.0697345,-114.1589853,/ab/calgary/rentals/shared/1-bedroom/montgomery/pet-friendly/482155,Shared,1100,1,881,1.0,0,2,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Evanston,51.1772302,-114.1196946,/ab/calgary/rentals/shared/1-bedroom/evanston/126392,Shared,1150,1,1700,1.0,0,0,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Cranston,50.8859513,-113.9710219,/ab/calgary/rentals/shared/1-bedroom/cranston/442825,Shared,660,1,1400,3.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Harvest Hills,51.143093,-114.063939,/ab/calgary/rentals/shared/4-bedrooms/harvest-hills/482724,Shared,600,4,1250,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Dalhousie,51.1152614,-114.166801,/ab/calgary/rentals/shared/4-bedrooms/dalhousie/394696,Shared,480,4,1350,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Brentwood,51.093927,-114.1302238,/ab/calgary/rentals/shared/1-bedroom/brentwood/456700,Shared,550,1,1268,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Varsity,51.0839654,-114.1477719,/ab/calgary/rentals/shared/1-bedroom/varsity/451998,Shared,500,1,190,0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Patterson,51.0625513,-114.1812196,/ab/calgary/rentals/shared/5-bedrooms/patterson/103020,Shared,800,5,2800,3.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Legacy,50.8588088,-114.0176399,/ab/calgary/rentals/shared/1-bedroom/legacy/476055,Shared,950,1,3041,1.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Mckenzie Towne,50.927922,-113.973666,/ab/calgary/rentals/shared/1-bedroom/mckenzie-towne/pet-friendly/480150,Shared,700,1,1350,1.0,2,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Brentwood,51.0922,-114.12273,/ab/calgary/rentals/shared/2-bedrooms/brentwood/294519,Shared,1100,2,180,1.0,0,0,0,0,0,0,1,1
Immediate,2000-01-01 00:00:00,Redstone,51.1682169,-113.9654779,/ab/calgary/rentals/shared/1-bedroom/redstone/400694,Shared,500,1,120,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,North Haven,51.0982296,-114.092846,/ab/calgary/rentals/shared/3-bedrooms/north-haven/pet-friendly/438156,Shared,500,3,1450,2.0,2,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Ogden,50.986623,-114.013848,/ab/calgary/rentals/shared/1-bedroom/ogden/363610,Shared,800,1,900,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Sherwood,51.1570709,-114.14725,/ab/calgary/rentals/shared/3-bedrooms/sherwood/pet-friendly/426975,Shared,600,3,2500,3.0,2,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,MacEwan,51.1324437,-114.1201987,/ab/calgary/rentals/shared/3-bedrooms/macewan/pet-friendly/480760,Shared,550,3,1450,2.0,2,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Cougar Ridge,51.0677372,-114.2218638,/ab/calgary/rentals/shared/1-bedroom/cougar-ridge/pet-friendly/374071,Shared,800,1,900,1.0,0,2,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Sunnyside,51.0558563,-114.0818519,/ab/calgary/rentals/shared/3-bedrooms/sunnyside/67532,Shared,650,3,1100,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,University Heights,51.0716862,-114.1316159,/ab/calgary/rentals/shared/1-bedroom/university-heights/69644,Shared,700,1,1300,1.0,0,0,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Evergreen Estates,50.929167,-114.1,/ab/calgary/rentals/shared/3-bedrooms/evergreen-estates/12450,Shared,600,3,1647,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Sage Hill,51.17536,-114.15035,/ab/calgary/rentals/shared/1-bedroom/sage-hill/118885,Shared,750,1,1257,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,North Glenmore Park,51.00798,-114.110223,/ab/calgary/rentals/shared/1-bedroom/north-glenmore-park/443889,Shared,695,1,1050,2.0,0,0,1,1,1,1,1,1
Immediate,2000-01-01 00:00:00,Sunnyside,51.058101209759,-114.085320953442,/ab/calgary/rentals/shared/2-bedrooms/sunnyside/457908,Shared,700,2,750,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Westgate,51.049447,-114.156263,/ab/calgary/rentals/shared/6-bedrooms/westgate/439830,Shared,595,6,950,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Thorncliffe,51.096449,-114.0633898,/ab/calgary/rentals/shared/4-bedrooms/thorncliffe/325407,Shared,450,4,1500,2.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Dalhousie,51.103172203466,-114.147430771967,/ab/calgary/rentals/shared/3-bedrooms/dalhousie/477561,Shared,685,3,1200,3.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Elboya,51.0096336,-114.0692279,/ab/calgary/rentals/shared/1-bedroom/elboya/330543,Shared,700,1,500,1.0,0,0,1,1,1,1,1,1
May 01,2022-05-01 00:00:00,Banff Trail,51.0785894,-114.1196986,/ab/calgary/rentals/shared/1-bedroom/banff-trail/409003,Shared,480,1,1108,1.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Dalhousie,51.111264456387,-114.160852349738,/ab/calgary/rentals/shared/2-bedrooms/dalhousie/305592,Shared,675,2,1150,1.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Hawkwood,51.13133,-114.17949,/ab/calgary/rentals/shared/3-bedrooms/hawkwood/132914,Shared,500,3,1000,1.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Edgemont,51.1205451,-114.139783,/ab/calgary/rentals/shared/1-bedroom/edgemont/123687,Shared,850,1,2000,1.0,0,0,1,1,1,1,1,5
May 01,2022-05-01 00:00:00,Mahogany,50.8905699,-113.90963,/ab/calgary/rentals/shared/1-bedroom/mahogany/484448,Shared,750,1,1754,1.0,0,0,0,0,0,0,0,5
May 01,2022-05-01 00:00:00,Charleswood,51.08470533023,-114.121613964418,/ab/calgary/rentals/shared/3-bedrooms/charleswood/461004,Shared,650,3,1140,1.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Beltline,51.0402476,-114.0829877,/ab/calgary/rentals/shared/2-bedrooms/beltline/475927,Shared,800,2,984,1.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Downtown,51.0469922,-114.0497147,/ab/calgary/rentals/shared/2-bedrooms/downtown/428056,Shared,1100,2,750,2.0,0,0,1,1,1,1,1,5
May 01,2022-05-01 00:00:00,Spruce Cliff,51.0429532,-114.1356815,/ab/calgary/rentals/shared/4-bedrooms/spruce-cliff/484374,Shared,1350,4,2400,3.0,0,0,1,1,1,1,1,5
May 01,2022-05-01 00:00:00,Varsity,51.088431,-114.1380283,/ab/calgary/rentals/shared/2-bedrooms/varsity/485075,Shared,650,2,1200,1.0,0,0,0,0,0,0,0,5
May 01,2022-05-01 00:00:00,Shawnee Slopes,50.92519,-114.08434,/ab/calgary/rentals/shared/1-bedroom/shawnee-slopes/125288,Shared,625,1,4000,1.0,0,0,1,1,1,1,1,5
May 01,2022-05-01 00:00:00,Edgemont,51.1252194,-114.1472636,/ab/calgary/rentals/shared/1-bedroom/edgemont/465379,Shared,875,1,650,1.0,0,0,0,0,0,0,1,5
May 01,2022-05-01 00:00:00,Varsity,51.0860817,-114.1512234,/ab/calgary/rentals/shared/2-bedrooms/varsity/460057,Shared,950,2,1500,2.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Auburn Bay,50.904258575173,-113.959864136987,/ab/calgary/rentals/shared/1-bedroom/auburn-bay/98600,Shared,850,1,1400,1.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Mckenzie Towne,50.9067796,-113.9542253,/ab/calgary/rentals/shared/1-bedroom/mckenzie-towne/133776,Shared,650,1,400,1.0,0,0,1,1,1,0,1,5
May 01,2022-05-01 00:00:00,Varsity,51.0891985,-114.1398478,/ab/calgary/rentals/shared/2-bedrooms/varsity/423194,Shared,560,2,1200,1.0,0,0,0,0,0,0,0,5
May 01,2022-05-01 00:00:00,Forest Lawn,51.0438988,-113.9768748,/ab/calgary/rentals/shared/1-bedroom/forest-lawn/480629,Shared,600,1,800,1.0,0,0,1,1,1,1,1,5
May 01,2022-05-01 00:00:00,Forest Lawn,51.0438988,-113.9768748,/ab/calgary/rentals/shared/1-bedroom/forest-lawn/459118,Shared,700,1,1800,1.0,0,0,1,1,1,1,1,5
May 01,2022-05-01 00:00:00,Panorama Hills,51.1511476,-114.0700915,/ab/calgary/rentals/shared/2-bedrooms/panorama-hills/437807,Shared,700,2,1150,1.0,0,0,1,1,1,1,1,5
