availability,a,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet,available_month
May 31,2022-05-31 00:00:00,Varsity,51.0843701,-114.1592641,/ab/calgary/rentals/apartment/1-bedroom/varsity/pet-friendly/22006,Apartment,1119,1,484,1.0,2,0,1,0,1,0,0,5
Jun 01,2022-06-01 00:00:00,Lakeview,50.994972,-114.119563,/ab/calgary/rentals/apartment/1-bedroom/lakeview/pet-friendly/343049,Apartment,1222,1,610,1.0,2,0,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Altadore,51.0227401,-114.1001647,/ab/calgary/rentals/apartment/1-bedroom/altadore/34030,Apartment,1175,1,800,1.0,0,0,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Eau Claire,51.0521774,-114.0653412,/ab/calgary/rentals/apartment/1-bedroom/eau-claire/pet-friendly/56770,Apartment,1400,1,607,1.0,2,2,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Beltline,51.0404464,-114.082959,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/461972,Apartment,1450,2,950,1.0,2,0,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Beltline,51.04134058437,-114.090017313533,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/99685,Apartment,1450,2,800,1.0,2,0,1,1,1,0,0,6
Jun 01,2022-06-01 00:00:00,Skyview,51.1631271,-113.9578191,/ab/calgary/rentals/apartment/1-bedroom/skyview/pet-friendly/305820,Apartment,1258,1,641,1.0,2,2,0,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,South Calgary,51.0292889,-114.0960283,/ab/calgary/rentals/apartment/2-bedrooms/south-calgary/pet-friendly/391872,Apartment,1450,2,1020,1.0,2,2,0,0,0,0,0,6
Jun 01,2022-06-01 00:00:00,Skyview,51.164257,-113.950593,/ab/calgary/rentals/apartment/1-bedroom/skyview/pet-friendly/290307,Apartment,1259,1,593,1.0,2,2,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,South Calgary,51.0238338,-114.1043286,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/481246,Apartment,1375,1,425,1.0,2,2,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Windsor Park,51.0015146,-114.0738689,/ab/calgary/rentals/apartment/2-bedrooms/windsor-park/126942,Apartment,1100,2,1100,1.0,0,0,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Aspen Woods,51.0322421,-114.2121377,/ab/calgary/rentals/apartment/2-bedrooms/aspen-woods/pet-friendly/119854,Apartment,1500,2,827,1.0,2,2,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,West Hillhurst,51.0518728,-114.111145,/ab/calgary/rentals/apartment/2-bedrooms/west-hillhurst/pet-friendly/450051,Apartment,1500,2,800,1.0,2,2,0,0,0,0,0,6
Jun 01,2022-06-01 00:00:00,Pineridge,51.0749436,-113.9391706,/ab/calgary/rentals/apartment/2-bedrooms/pineridge/141108,Apartment,1400,2,1044,2.0,0,0,1,1,1,0,0,6
Jun 01,2022-06-01 00:00:00,New Brighton,50.9228059,-113.9337539,/ab/calgary/rentals/apartment/2-bedrooms/new-brighton/292455,Apartment,1350,2,717,1.0,0,0,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Quarry Park,50.961519460415,-114.007880666132,/ab/calgary/rentals/apartment/1-bedroom/quarry-park/pet-friendly/444016,Apartment,1290,1,520,1.0,2,2,1,0,1,0,0,6
Jun 01,2022-06-01 00:00:00,Haysboro,50.9746499,-114.07466,/ab/calgary/rentals/apartment/1-bedroom/haysboro/480138,Apartment,1450,1,760,1.0,0,0,0,0,0,0,0,6
Jun 15,2022-06-15 00:00:00,Manchester,51.0032938,-114.0700788,/ab/calgary/rentals/apartment/1-bedroom/manchester/pet-friendly/405788,Apartment,1365,1,550,1.0,2,2,1,1,1,0,1,6
Jun 15,2022-06-15 00:00:00,Renfrew,51.06168945438,-114.053045879745,/ab/calgary/rentals/apartment/1-bedroom/renfrew/pet-friendly/146466,Apartment,1250,1,750,1.0,2,2,1,1,1,0,0,6
Jul 01,2022-07-01 00:00:00,Bridgeland,51.0541713,-114.0533083,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/43499,Apartment,1145,1,535,1.0,0,0,1,1,1,0,0,7
Jul 01,2022-07-01 00:00:00,Windsor Park,51.00805,-114.081114,/ab/calgary/rentals/apartment/1-bedroom/windsor-park/pet-friendly/387408,Apartment,1500,1,723,1.0,2,2,1,0,1,0,0,7
Jul 01,2022-07-01 00:00:00,Sunnyside,51.0580139,-114.0754401,/ab/calgary/rentals/apartment/1-bedroom/sunnyside/456,Apartment,1090,1,700,1.0,0,0,1,0,1,0,0,7
Jul 01,2022-07-01 00:00:00,Canyon Meadows,50.9362434,-114.0761619,/ab/calgary/rentals/apartment/2-bedrooms/canyon-meadows/101381,Apartment,1450,2,826,1.0,0,0,1,0,1,0,0,7
Jul 15,2022-07-15 00:00:00,Connaught,51.0393172,-114.0831205,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/328914,Apartment,1355,1,655,1.0,2,2,1,0,1,0,0,7
Aug 01,2022-08-01 00:00:00,Sunalta,51.0428872,-114.1062419,/ab/calgary/rentals/apartment/2-bedrooms/sunalta/pet-friendly/482499,Apartment,1495,2,1000,1.0,2,0,0,0,0,0,0,8
Aug 20,2022-08-20 00:00:00,Belmont,50.8672188,-114.0662682,/ab/calgary/rentals/apartment/1-bedroom/belmont/412056,Apartment,1300,1,650,1.0,0,0,1,1,1,1,1,8
Sep 01,2022-09-01 00:00:00,Lower Mount Royal,51.036195647603,-114.0839861,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/139365,Apartment,1400,1,484,1.0,0,0,1,0,1,0,0,9
call for availability,call for availability,Bankview,51.0373987,-114.1059193,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/484406,Apartment,1200,1,600,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,University Heights,51.069674873442,-114.127019422754,/ab/calgary/rentals/apartment/2-bedrooms/university-heights/483259,Apartment,1223,2,825,1.0,0,0,1,1,1,0,0,call for availability
call for availability,call for availability,Edgemont,51.126592,-114.137232,/ab/calgary/rentals/apartment/1-bedroom/edgemont/pet-friendly/5596,Apartment,,1,710,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Bankview,51.0305832,-114.0986086,/ab/calgary/rentals/apartment/2-bedrooms/bankview/pet-friendly/62353,Apartment,1250,2,900,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Panorama Hills,51.1580738,-114.0721951,/ab/calgary/rentals/apartment/1-bedroom/panorama-hills/52719,Apartment,1350,1,650,1.0,0,0,1,1,1,0,0,call for availability
call for availability,call for availability,Sunalta,51.0402381,-114.095706,/ab/calgary/rentals/apartment/1-bedroom/sunalta/483389,Apartment,1100,1,700,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,South Calgary,51.0302244,-114.0968833,/ab/calgary/rentals/apartment/2-bedrooms/south-calgary/pet-friendly/443323,Apartment,1250,2,850,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Dalhousie,51.105631410141,-114.13927079895,/ab/calgary/rentals/apartment/2-bedrooms/dalhousie/pet-friendly/304565,Apartment,1370,2,1000,1.0,2,2,0,0,0,0,0,call for availability
call for availability,call for availability,Southwood,50.9512148,-114.0853209,/ab/calgary/rentals/apartment/1-bedroom/southwood/pet-friendly/59980,Apartment,1050,2,1020,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Connaught,51.0406581,-114.0924003,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/39621,Apartment,1125,1,719,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Downtown,51.047748282615,-114.077661308598,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/14548,Apartment,1299,2,748,1.0,2,0,1,1,1,0,0,call for availability
call for availability,call for availability,Downtown,51.0467224,-114.0820723,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/17396,Apartment,,1,685,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Mount Pleasant,51.0676898,-114.0810832,/ab/calgary/rentals/apartment/1-bedroom/mount-pleasant/pet-friendly/344812,Apartment,,1,564,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Victoria Park,51.0398526,-114.0665193,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/368446,Apartment,,1,498,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.0380278,-114.0746476,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/465134,Apartment,,1,551,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Downtown,51.0436825,-114.0650951,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/63434,Apartment,,2,1020,1.0,2,0,1,1,1,0,0,call for availability
call for availability,call for availability,West Springs,51.0640232,-114.2002681,/ab/calgary/rentals/apartment/1-bedroom/west-springs/pet-friendly/435770,Apartment,,1,628,1.0,2,2,1,1,1,0,0,call for availability
call for availability,call for availability,Renfrew,51.0590298,-114.0524545,/ab/calgary/rentals/apartment/1-bedroom/renfrew/15340,Apartment,,2,1000,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.041047,-114.0745879,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/316346,Apartment,,1,545,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0376312,-114.0831935,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/316344,Apartment,,0,450,1.0,0,0,1,1,1,0,0,call for availability
call for availability,call for availability,Richmond/Knob Hill,51.0241944,-114.1149641,/ab/calgary/rentals/apartment/1-bedroom/richmond-knob-hill/pet-friendly/355606,Apartment,,1,485,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Acadia,50.972543,-114.066826,/ab/calgary/rentals/apartment/1-bedroom/acadia/47994,Apartment,,1,1050,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Hillhurst,51.0564614,-114.0856152,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/142108,Apartment,,1,625,1.0,2,2,1,1,1,0,0,call for availability
call for availability,call for availability,Crescent Heights,51.06451,-114.0635343,/ab/calgary/rentals/apartment/2-bedrooms/crescent-heights/pet-friendly/128138,Apartment,,2,810,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Highland Park,51.090537,-114.0598406,/ab/calgary/rentals/apartment/1-bedroom/highland-park/pet-friendly/102502,Apartment,,1,536,1.0,0,2,1,0,1,0,0,call for availability
call for availability,call for availability,Hillhurst,51.0573022,-114.0912385,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/406644,Apartment,,1,466,1.0,0,2,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.036648,-114.078988,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/51253,Apartment,,1,535,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.0422674,-114.0845042,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/139573,Apartment,,1,514,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Beltline,51.0423207,-114.0834087,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/335626,Apartment,,0,516,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Dover,51.02992425608,-113.989458703041,/ab/calgary/rentals/apartment/1-bedroom/dover/pet-friendly/96614,Apartment,,2,850,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0354768,-114.0815721,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/444839,Apartment,,1,550,1.0,0,0,1,1,1,1,1,call for availability
call for availability,call for availability,Bankview,51.0340614,-114.102587,/ab/calgary/rentals/apartment/1-bedroom/bankview/41174,Apartment,,1,575,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Richmond/Knob Hill,51.0366966,-114.1070523,/ab/calgary/rentals/apartment/1-bedroom/richmond-knob-hill/pet-friendly/480081,Apartment,,1,688,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0366916,-114.083831,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/333403,Apartment,,1,1000,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Dalhousie,51.1006179,-114.1501253,/ab/calgary/rentals/apartment/1-bedroom/dalhousie/47042,Apartment,,1,654,1.0,0,0,1,1,1,1,0,call for availability
call for availability,call for availability,Cornerstone,51.1639501,-113.9457195,/ab/calgary/rentals/apartment/1-bedroom/cornerstone/pet-friendly/406865,Apartment,,1,632,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.035721,-114.083918,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/406917,Apartment,,1,613,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.0367289,-114.0875194,/ab/calgary/rentals/apartment/2-bedrooms/lower-mount-royal/pet-friendly/318587,Apartment,,2,724,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Lower Mount Royal,51.036401700356,-114.09387588501,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/22158,Apartment,,1,520,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Bankview,51.03377,-114.1026338,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/307463,Apartment,,1,630,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Bankview,51.0335943,-114.1007674,/ab/calgary/rentals/apartment/1-bedroom/bankview/342417,Apartment,,1,1000,1.0,0,0,1,1,1,0,0,call for availability
call for availability,call for availability,Varsity,51.0924967,-114.1425089,/ab/calgary/rentals/apartment/1-bedroom/varsity/pet-friendly/466357,Apartment,,1,660,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Somerset,50.896387,-114.0702863,/ab/calgary/rentals/apartment/1-bedroom/somerset/pet-friendly/304559,Apartment,,1,778,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Mission,51.0327199,-114.0706328,/ab/calgary/rentals/apartment/1-bedroom/mission/439597,Apartment,,1,780,1.0,0,0,1,0,1,0,1,call for availability
call for availability,call for availability,Walden,50.8738894,-114.0390593,/ab/calgary/rentals/apartment/1-bedroom/walden/314007,Apartment,,1,686,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Sundance,50.905467,-114.0490931,/ab/calgary/rentals/apartment/1-bedroom/sundance/pet-friendly/384571,Apartment,,1,881,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Bankview,51.0347959,-114.1012606,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/449922,Apartment,,0,500,1.0,2,2,1,0,1,0,0,call for availability
call for availability,call for availability,Mission,51.035494268744,-114.068883411765,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/346849,Apartment,,1,551,1.0,2,0,1,0,1,0,0,call for availability
call for availability,call for availability,Seton,50.8812098,-113.9473582,/ab/calgary/rentals/apartment/1-bedroom/seton/357169,Apartment,,1,651,1.0,0,0,1,0,1,0,0,call for availability
call for availability,call for availability,Crescent Heights,51.057301,-114.0571056,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/305938,Apartment,,1,577,1.0,0,0,1,0,1,0,0,call for availability
Immediate,2000-01-01 00:00:00,Beltline,51.044004,-114.075438,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/361795,Apartment,1556,1,507,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Bayview,50.971823,-114.108811,/ab/calgary/rentals/apartment/1-bedroom/bayview/pet-friendly/343051,Apartment,1697,1,1040,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Victoria Park,51.0405707,-114.0586474,/ab/calgary/rentals/apartment/1-bedroom/victoria-park/pet-friendly/476038,Apartment,1575,1,535,1.0,2,2,1,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Mission,51.029764,-114.065254,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/343046,Apartment,1640,1,673,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.047691,-114.081481,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/393080,Apartment,1864,1,953,1.0,2,2,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.043,-114.0602964,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/422955,Apartment,1668,1,600,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Skyview,51.1564511,-113.9592373,/ab/calgary/rentals/apartment/2-bedrooms/skyview/pet-friendly/430648,Apartment,1589,2,1316,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Skyview,51.1566762,-113.9614519,/ab/calgary/rentals/apartment/2-bedrooms/skyview/pet-friendly/430647,Apartment,1538,2,1016,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Connaught,51.045561201644,-114.08818162038,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/471183,Apartment,1595,1,637,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,South Calgary,51.0242067,-114.1137223,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/454527,Apartment,1898,1,715,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,University District,51.0775801,-114.1475871,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/434051,Apartment,1525,1,532,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.038842,-114.092201,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/318403,Apartment,1615,1,460,1.0,2,2,1,0,1,0,0,1
May 01,2022-05-01 00:00:00,Beltline,51.04366769609,-114.07208817361,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/483743,Apartment,1505,1,500,1.0,2,2,1,0,1,0,1,5
May 15,2022-05-15 00:00:00,Downtown,51.048506,-114.076532,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/21994,Apartment,1538,2,990,1.0,2,0,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,University Heights,51.0702357,-114.1252561,/ab/calgary/rentals/apartment/1-bedroom/university-heights/pet-friendly/20548,Apartment,1549,2,825,1.0,2,2,1,0,1,0,0,5
May 15,2022-05-15 00:00:00,Varsity,51.0926693,-114.1512527,/ab/calgary/rentals/apartment/1-bedroom/varsity/pet-friendly/31264,Apartment,1519,1,1100,1.0,2,2,1,1,1,0,0,5
May 15,2022-05-15 00:00:00,Brentwood,51.0868171,-114.1280086,/ab/calgary/rentals/apartment/1-bedroom/brentwood/pet-friendly/403415,Apartment,1700,1,637,1.0,2,2,1,0,1,0,0,5
Immediate,2000-01-01 00:00:00,Bayview,50.971396,-114.109609,/ab/calgary/rentals/apartment/1-bedroom/bayview/pet-friendly/109509,Apartment,1595,1,629,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Mahogany,50.8985219,-113.9381698,/ab/calgary/rentals/apartment/2-bedrooms/mahogany/pet-friendly/482343,Apartment,1850,2,934,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.038595,-114.09294,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/29842,Apartment,1639,2,1072,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.042379,-114.08879,/ab/calgary/rentals/apartment/2-bedrooms/beltline/141625,Apartment,1750,2,993,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Lakeview,50.994972,-114.119563,/ab/calgary/rentals/apartment/1-bedroom/lakeview/pet-friendly/343049,Apartment,1506,1,747,1.0,2,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Altadore,51.023203,-114.099628,/ab/calgary/rentals/apartment/2-bedrooms/altadore/484439,Apartment,1860,2,766,1.0,0,0,1,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Skyview,51.1589191,-113.9612406,/ab/calgary/rentals/apartment/2-bedrooms/skyview/pet-friendly/446819,Apartment,1600,2,943,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Sherwood,51.162123,-114.158091,/ab/calgary/rentals/apartment/1-bedroom/sherwood/82259,Apartment,1585,2,850,2.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Skyview,51.1566614,-113.9568647,/ab/calgary/rentals/apartment/1-bedroom/skyview/pet-friendly/439363,Apartment,1600,2,1014,2.0,2,2,1,0,1,1,0,1
Immediate,2000-01-01 00:00:00,Cougar Ridge,51.0805889,-114.2042344,/ab/calgary/rentals/apartment/1-bedroom/cougar-ridge/pet-friendly/417059,Apartment,1772,2,848,2.0,2,2,1,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Renfrew,51.0592726,-114.0524325,/ab/calgary/rentals/apartment/2-bedrooms/renfrew/437791,Apartment,1700,2,800,1.0,0,0,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,Seton,50.88121,-113.94732,/ab/calgary/rentals/apartment/1-bedroom/seton/pet-friendly/483933,Apartment,1574,2,915,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Victoria Park,51.0415203,-114.055738,/ab/calgary/rentals/apartment/2-bedrooms/victoria-park/pet-friendly/484651,Apartment,1995,2,723,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Hillhurst,51.0535801,-114.1058644,/ab/calgary/rentals/apartment/2-bedrooms/hillhurst/pet-friendly/483817,Apartment,1895,2,900,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Sage Hill,51.179422,-114.1583686,/ab/calgary/rentals/apartment/2-bedrooms/sage-hill/pet-friendly/484371,Apartment,1750,2,844,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Mahogany,50.8960136,-113.9342337,/ab/calgary/rentals/apartment/1-bedroom/mahogany/pet-friendly/442585,Apartment,1820,1,617,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,West Hillhurst,51.054636,-114.1167639,/ab/calgary/rentals/apartment/1-bedroom/west-hillhurst/pet-friendly/319079,Apartment,1700,1,684,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Tuxedo Park,51.08306,-114.055003784131,/ab/calgary/rentals/apartment/3-bedrooms/tuxedo-park/pet-friendly/437509,Apartment,1750,3,1250,2.0,2,2,0,0,0,0,1,1
Immediate,2000-01-01 00:00:00,Lower Mount Royal,51.037553950372,-114.08528381847,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/479609,Apartment,1623,1,775,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,University District,51.0765234,-114.1488951,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/471634,Apartment,1775,1,567,1.0,2,2,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.0398499,-114.0644007,/ab/calgary/rentals/apartment/2-bedrooms/beltline/478921,Apartment,1950,2,1120,2.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Carrington,51.184118227946,-114.07281422356,/ab/calgary/rentals/apartment/1-bedroom/carrington/pet-friendly/472666,Apartment,1578,2,1051,2.0,2,2,0,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Seton,50.8777212,-113.9527732,/ab/calgary/rentals/apartment/2-bedrooms/seton/484434,Apartment,1750,2,950,2.0,0,0,0,0,0,0,0,1
Immediate,2000-01-01 00:00:00,Mahogany,50.894226994473,-113.91024964816,/ab/calgary/rentals/apartment/1-bedroom/mahogany/pet-friendly/482796,Apartment,1578,2,1046,1.0,2,2,0,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Seton,50.8777212,-113.9527732,/ab/calgary/rentals/apartment/2-bedrooms/seton/484346,Apartment,1600,2,800,1.0,0,0,0,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Hillhurst,51.0573403,-114.0875332,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/470158,Apartment,1750,1,628,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.0382326,-114.0836706,/ab/calgary/rentals/apartment/1-bedroom/beltline/484289,Apartment,1800,1,586,1.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Haysboro,50.977276,-114.076662,/ab/calgary/rentals/apartment/1-bedroom/haysboro/pet-friendly/75289,Apartment,1500,3,949,1.0,2,2,1,1,1,0,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.0414679,-114.0896591,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/3408,Apartment,1650,3,1012,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,West Springs,51.064735378703,-114.209955114017,/ab/calgary/rentals/apartment/1-bedroom/west-springs/pet-friendly/407788,Apartment,1650,1,552,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Seton,50.8703069,-113.9585035,/ab/calgary/rentals/apartment/2-bedrooms/seton/pet-friendly/478185,Apartment,1980,2,951,2.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Skyview,51.1645023,-113.9561089,/ab/calgary/rentals/apartment/2-bedrooms/skyview/423512,Apartment,1625,2,812,2.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.046632865945,-114.06320966323,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/434562,Apartment,1770,0,526,1.0,2,2,1,1,1,1,0,1
Immediate,2000-01-01 00:00:00,Garrison Woods,51.022406753779,-114.11205693254,/ab/calgary/rentals/apartment/1-bedroom/garrison-woods/454497,Apartment,1950,1,780,2.0,0,0,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,Downtown,51.0474854,-114.0877257,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/400444,Apartment,1650,1,543,1.0,2,2,1,0,1,1,1,1
Immediate,2000-01-01 00:00:00,Manchester,51.003851858431,-114.068871734393,/ab/calgary/rentals/apartment/1-bedroom/manchester/pet-friendly/462707,Apartment,1848,2,811,2.0,2,2,1,1,1,0,1,1
Immediate,2000-01-01 00:00:00,East Village,51.0458488,-114.0498504,/ab/calgary/rentals/apartment/1-bedroom/east-village/pet-friendly/454557,Apartment,1500,1,562,1.0,2,2,1,0,1,1,0,1
Immediate,2000-01-01 00:00:00,Beltline,51.041837187973,-114.07202629444,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/433243,Apartment,1810,2,697,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,East Village,51.0470923,-114.0500534,/ab/calgary/rentals/apartment/1-bedroom/east-village/pet-friendly/404269,Apartment,1650,1,650,1.0,2,2,1,0,1,0,0,1
Immediate,2000-01-01 00:00:00,East Village,51.0470923,-114.0500534,/ab/calgary/rentals/apartment/1-bedroom/east-village/377066,Apartment,1900,1,670,1.0,0,0,1,0,1,1,1,1
