rented,availability,a,city,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,sq_feet2,price2,beds2,baths2,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.036951,-114.101282,/ab/calgary/rentals/apartment/1-bedroom/bankview/24384,Apartment,1230,1,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Lower Mount Royal,51.0360928,-114.0902702,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/143437,Apartment,1050,1,Approximately 600,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Kingsland,50.9922233,-114.0758158,/ab/calgary/rentals/apartment/3-bedrooms/kingsland/pet-friendly/354042,Apartment,1425,3,1100,1,2,2,,,0,0,1,1,1,0,1
Not-Rented,Immediate,2000-01-01,Calgary,Haysboro,50.9746499,-114.07466,/ab/calgary/rentals/apartment/1-bedroom/haysboro/296380,Apartment,1200,1,725,1,0,0,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Penbrooke Meadows,51.0449638,-113.9542939,/ab/calgary/rentals/apartment/2-bedrooms/penbrooke-meadows/pet-friendly/482871,Apartment,1100,2,,1,2,2,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.0335696,-114.0959078,/ab/calgary/rentals/apartment/1-bedroom/bankview/111756,Apartment,1045,1,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Crescent Heights,51.05769,-114.059801,/ab/calgary/rentals/apartment/2-bedrooms/crescent-heights/124428,Apartment,1195,2,900,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Mission,51.0376633,-114.0631462,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/453880,Apartment,1175,1,513,1,2,2,559,1225,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Glengarry,51.0412776,-114.1254847,/ab/calgary/rentals/apartment/1-bedroom/glengarry/pet-friendly/482026,Apartment,1350,1,,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Tuxedo Park,51.0735251,-114.0613755,/ab/calgary/rentals/apartment/2-bedrooms/tuxedo-park/88411,Apartment,1100,2,850,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Lower Mount Royal,51.0372608,-114.0927043,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/402568,Apartment,1100,1,,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.0318654,-114.1015524,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/395365,Apartment,1145,1,600,1,2,0,850,1495,2,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Mission,51.0322881,-114.0727083,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/481846,Apartment,1150,1,565,1,2,2,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.0407771,-114.0825545,/ab/calgary/rentals/apartment/1-bedroom/beltline/477760,Apartment,1160,1,,1,0,0,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Downtown,51.0419372,-114.0905068,/ab/calgary/rentals/apartment/2-bedrooms/downtown/319238,Apartment,1050,2,735 -765,1,0,0,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Ranchlands,51.1167363,-114.1768329,/ab/calgary/rentals/apartment/2-bedrooms/ranchlands/pet-friendly/146362,Apartment,1090,2,890,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.040504,-114.089806,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/121385,Apartment,1250,2,800,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Greenview,51.0919964,-114.0580475,/ab/calgary/rentals/apartment/1-bedroom/greenview/pet-friendly/17636,Apartment,1350,1,650,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Greenview,51.1020364,-114.0537402,/ab/calgary/rentals/apartment/2-bedrooms/greenview/pet-friendly/392874,Apartment,1399,2,876,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Capitol Hill,51.0676532,-114.0868487,/ab/calgary/rentals/apartment/2-bedrooms/capitol-hill/439081,Apartment,1170,2,,1,0,0,,,0,0,1,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.038983091464,-114.076848884131,/ab/calgary/rentals/apartment/1-bedroom/beltline/368457,Apartment,1300,1,800,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Seton,50.87588,-113.95102,/ab/calgary/rentals/apartment/1-bedroom/seton/pet-friendly/481992,Apartment,1350,1+den,590,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.0413904,-114.0762163,/ab/calgary/rentals/apartment/1-bedroom/beltline/75443,Apartment,1099,1,550,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Lower Mount Royal,51.0387505,-114.086703,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/481965,Apartment,1300,1,470,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Tuxedo,51.072706,-114.0607665,/ab/calgary/rentals/apartment/1-bedroom/tuxedo/pet-friendly/134848,Apartment,1195,1,700,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Inglewood,51.0400822,-114.0320054,/ab/calgary/rentals/apartment/1-bedroom/inglewood/pet-friendly/407156,Apartment,1500,1,,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.035142,-114.0999207,/ab/calgary/rentals/apartment/1-bedroom/bankview/307481,Apartment,1275,1,740,1,0,0,940,1475,2,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,East Village,51.0476241,-114.0509814,/ab/calgary/rentals/apartment/1-bedroom/east-village/130345,Apartment,1500,1+den,700,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bridlewood,50.905253,-114.118586,/ab/calgary/rentals/apartment/1-bedroom/bridlewood/298063,Apartment,1200,1,,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Albert Park,51.0382726,-113.9987898,/ab/calgary/rentals/apartment/1-bedroom/albert-park/pet-friendly/312039,Apartment,1150,2,,1,2,2,,1300,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Silver Springs,51.1136152,-114.2015411,/ab/calgary/rentals/apartment/2-bedrooms/silver-springs/pet-friendly/146448,Apartment,1100,2,890,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Southview,51.034112,-113.9886758,/ab/calgary/rentals/apartment/2-bedrooms/southview/403668,Apartment,1095,2,1000,1,0,0,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Connaught,51.0396011,-114.0698458,/ab/calgary/rentals/apartment/1-bedroom/connaught/141068,Apartment,1195,1,700 Sq. Ft.,1,0,0,,,0,0,1,1,1,0,1
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.0404892,-114.0898093,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/87827,Apartment,1050,1,700,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Altadore,51.0287982,-114.0978764,/ab/calgary/rentals/apartment/2-bedrooms/altadore/pet-friendly/150820,Apartment,1300,2,850,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.040975,-114.089754,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/315846,Apartment,1400,2,1000,2,2,2,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Stanley Park,51.012017,-114.066371,/ab/calgary/rentals/apartment/1-bedroom/stanley-park/pet-friendly/433935,Apartment,1273,1,0,1,2,2,,1460,2,2,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Cliff Bungalow,51.038917,-114.075574,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/pet-friendly/433934,Apartment,1465,1,0,1,2,2,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Erlton,51.0301961,-114.0657528,/ab/calgary/rentals/apartment/1-bedroom/erlton/pet-friendly/418941,Apartment,1101,1,500,None,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.03335,-114.10007,/ab/calgary/rentals/apartment/1-bedroom/bankview/17058,Apartment,1050,2,900,1,0,0,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.0312258,-114.1024987,/ab/calgary/rentals/apartment/1-bedroom/bankview/480368,Apartment,1200,1,542,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Forest Lawn,51.040772447314,-113.981379338623,/ab/calgary/rentals/apartment/2-bedrooms/forest-lawn/293416,Apartment,1300,2+den,900,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.0412668,-114.0795217,/ab/calgary/rentals/apartment/studio/beltline/450278,Apartment,1195,studio,400,1,0,0,,,0,0,1,1,1,1,1
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.03934,-114.067327,/ab/calgary/rentals/apartment/1-bedroom/beltline/133029,Apartment,1190,1,500,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Altadore,51.0230615,-114.0970589,/ab/calgary/rentals/apartment/2-bedrooms/altadore/338557,Apartment,1100,2,850,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Sage Hill,51.173242279807,-114.14254939591,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/406494,Apartment,1395,1,690,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.0374002,-114.1020563,/ab/calgary/rentals/apartment/1-bedroom/bankview/pet-friendly/470017,Apartment,1195,1,669,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Sunalta,51.040744,-114.098536,/ab/calgary/rentals/apartment/2-bedrooms/sunalta/pet-friendly/148465,Apartment,1450,2,1100,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Haysboro,50.9675572,-114.0739902,/ab/calgary/rentals/apartment/1-bedroom/haysboro/pet-friendly/131502,Apartment,1275,1,752,1,2,2,962,1475,2,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Acadia,50.9668952,-114.0671346,/ab/calgary/rentals/apartment/2-bedrooms/acadia/pet-friendly/129082,Apartment,1200,2,1030,1,2,2,890,1440,3,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Downtown,51.0477775,-114.0806911,/ab/calgary/rentals/apartment/2-bedrooms/downtown/376587,Apartment,1195,2,,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Connaught,51.0421511,-114.0786194,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/474546,Apartment,1500,1,659,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Tuxedo Park,51.073029,-114.061595,/ab/calgary/rentals/apartment/1-bedroom/tuxedo-park/398805,Apartment,1100,1,1200,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Lower Mount Royal,51.0371225,-114.0933086,/ab/calgary/rentals/apartment/2-bedrooms/lower-mount-royal/413179,Apartment,1400,2,,1,0,0,,,0,0,0,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Downtown,51.0542869,-114.046037,/ab/calgary/rentals/apartment/1-bedroom/downtown/479261,Apartment,1120,1,600,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Bankview,51.0330321,-114.0975033,/ab/calgary/rentals/apartment/1-bedroom/bankview/40932,Apartment,1000,1,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.0396021,-114.0757989,/ab/calgary/rentals/apartment/1-bedroom/beltline/299469,Apartment,1300,1+den,1098,1,0,0,990,1375,2,1.5,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Deer Run,50.9322881,-114.0113261,/ab/calgary/rentals/apartment/1-bedroom/deer-run/pet-friendly/141307,Apartment,1100,2,800,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Dalhousie,51.1030746,-114.150732,/ab/calgary/rentals/apartment/1-bedroom/dalhousie/147423,Apartment,1000,1,651,1,0,0,998,1250,2,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Downtown,51.043534,-114.082819,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Apartment,1377,studio,389,1,2,2,424,1406,0,0,1,0,0,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Richmond/Knob Hill,51.0241944,-114.1149641,/ab/calgary/rentals/apartment/1-bedroom/richmond-knob-hill/pet-friendly/355606,Apartment,1200,1,485,1,2,2,675,1495,2,2,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.0392327,-114.0784435,/ab/calgary/rentals/apartment/1-bedroom/beltline/452842,Apartment,1025,2,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.038595,-114.09294,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/29842,Apartment,1213,2,800,1,2,2,865,1497,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Kingsland,50.9834541,-114.0727649,/ab/calgary/rentals/apartment/1-bedroom/kingsland/pet-friendly/410845,Apartment,1105,1,473,1,2,2,727 sqft,1417,1+den,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Kingsland,50.9840753,-114.0727635,/ab/calgary/rentals/apartment/1-bedroom/kingsland/pet-friendly/448227,Apartment,1108,1,477,1,2,2,565,1330,1+den,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Kingsland,50.990369,-114.074715,/ab/calgary/rentals/apartment/1-bedroom/kingsland/452807,Apartment,1050,2,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Mission,51.0308179,-114.070764,/ab/calgary/rentals/apartment/1-bedroom/mission/481018,Apartment,1000,1,,1,0,0,,1150,0,0,1,1,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.0408851,-114.0838949,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/312965,Apartment,1100,1,600,1,2,0,800,1400,2,0,1,1,1,1,1
Not-Rented,Immediate,2000-01-01,Calgary,Kingsland,50.9838397,-114.072764,/ab/calgary/rentals/apartment/1-bedroom/kingsland/pet-friendly/426571,Apartment,1394,1,571,1,2,2,687,1473,1+den,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Crescent Heights,51.0666437,-114.0596397,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/pet-friendly/300688,Apartment,1300,1,,1,2,2,,1500,2,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Manchester,51.0033978,-114.0696457,/ab/calgary/rentals/apartment/1-bedroom/manchester/pet-friendly/102019,Apartment,1073,1,,1,2,2,,1305,2,0,1,1,1,0,1
Not-Rented,Immediate,2000-01-01,Calgary,Downtown,51.0457187,-114.0805283,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/17394,Apartment,1050,1,560,1,2,2,900,1300,2,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Beltline,51.04011,-114.0779808,/ab/calgary/rentals/apartment/1-bedroom/beltline/460855,Apartment,1025,2,,1,0,0,,1050,0,0,1,0,1,0,0
Not-Rented,Immediate,2000-01-01,Calgary,Red Carpet,51.0389421,-113.9299716,/ab/calgary/rentals/apartment/1-bedroom/red-carpet/pet-friendly/305440,Apartment,1090,1,542,1,2,2,831,1330,2,0,1,0,1,0,0
Not-Rented,Apr 07,2022-04-07,Calgary,Connaught,51.0398746,-114.0831214,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/111538,Apartment,1050,1,,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Apr 07,2022-04-07,Calgary,Beltline,51.0417422,-114.0805131,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/483722,Apartment,1070,1,,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,Apr 07,2022-04-07,Calgary,Auburn Bay,50.894287,-113.9470873,/ab/calgary/rentals/apartment/1-bedroom/auburn-bay/pet-friendly/483517,Apartment,1300,1,,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Lower Mount Royal,51.0410158,-114.0924132,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/20330,Apartment,1232,1,1020,1,2,2,657,1441,2,1.5,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Beltline,51.0391999,-114.0963065,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/356502,Apartment,1167,1,700,1,2,0,882,1399,2,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Wildwood,51.0522649,-114.143739,/ab/calgary/rentals/apartment/1-bedroom/wildwood/pet-friendly/29347,Apartment,1227,1,756,1,2,2,945,1447,2,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Greenview,51.098753,-114.056178,/ab/calgary/rentals/apartment/1-bedroom/greenview/pet-friendly/27229,Apartment,1106,1,560,1,2,2,900,1407,2,2,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Glenbrook,51.030344,-114.163134,/ab/calgary/rentals/apartment/1-bedroom/glenbrook/pet-friendly/19664,Apartment,1134,1,600,1,2,2,846,1259,2,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Thorncliffe,51.1094739,-114.0676836,/ab/calgary/rentals/apartment/1-bedroom/thorncliffe/pet-friendly/22935,Apartment,1089,1,625,1,2,2,751,1259,2,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Vista Heights,51.0660494,-114.0101472,/ab/calgary/rentals/apartment/1-bedroom/vista-heights/pet-friendly/463116,Apartment,1117,1,600,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Montgomery,51.0710815,-114.1589135,/ab/calgary/rentals/apartment/1-bedroom/montgomery/pet-friendly/467763,Apartment,1360,1,509,1,2,2,,,0,0,1,0,0,1,1
Not-Rented,Apr 15,2022-04-15,Calgary,Cliff Bungalow,51.0331115,-114.0727997,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/pet-friendly/366996,Apartment,1300,1,800,1,2,0,,,0,0,1,1,1,0,1
Not-Rented,Apr 15,2022-04-15,Calgary,Connaught,51.0414848,-114.0923827,/ab/calgary/rentals/apartment/1-bedroom/connaught/115439,Apartment,1095,1,,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Shaganappi,51.037879567723,-114.128527103857,/ab/calgary/rentals/apartment/1-bedroom/shaganappi/82188,Apartment,1150,1,500,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Varsity,51.087266,-114.159143,/ab/calgary/rentals/apartment/1-bedroom/varsity/pet-friendly/482150,Apartment,1200,1,635,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Apr 15,2022-04-15,Calgary,Connaught,51.04338,-114.08903,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/480178,Apartment,1150,studio,482,1,2,2,527,1360,1,0,0,0,0,0,0
Not-Rented,Apr 17,2022-04-17,Calgary,Discovery Ridge,51.01294,-114.21289,/ab/calgary/rentals/apartment/1-bedroom/discovery-ridge/483887,Apartment,1200,1,741,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Apr 20,2022-04-20,Calgary,Skyview,51.1595864,-113.9599637,/ab/calgary/rentals/apartment/1-bedroom/skyview/pet-friendly/479542,Apartment,1400,1,600,1,0,2,,,0,0,1,1,1,1,1
Not-Rented,Apr 21,2022-04-21,Calgary,Meadowlark Park,51.0016178,-114.0768808,/ab/calgary/rentals/apartment/1-bedroom/meadowlark-park/pet-friendly/328916,Apartment,1055,1,628,1,2,2,817,1180,2,0,1,0,1,0,0
Not-Rented,Apr 28,2022-04-28,Calgary,Beltline,51.0395675,-114.0909057,/ab/calgary/rentals/apartment/1-bedroom/beltline/454949,Apartment,1350,1,627,1,0,0,,,0,0,1,1,1,0,0
Not-Rented,Apr 30,2022-04-30,Calgary,Radisson Heights,51.048814,-113.988562,/ab/calgary/rentals/apartment/2-bedrooms/radisson-heights/pet-friendly/35003,Apartment,1259,2,894,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,Apr 30,2022-04-30,Calgary,Downtown,51.0482556,-114.0824597,/ab/calgary/rentals/apartment/1-bedroom/downtown/308413,Apartment,1450,1,648,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Crescent Heights,51.0647979,-114.0647825,/ab/calgary/rentals/apartment/2-bedrooms/crescent-heights/105324,Apartment,1295,2,900,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Skyview,51.1631271,-113.9578191,/ab/calgary/rentals/apartment/1-bedroom/skyview/pet-friendly/305820,Apartment,1258,1,641,1,2,2,945,1478,2,2,0,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Sunnyside,51.0569764,-114.0836588,/ab/calgary/rentals/apartment/1-bedroom/sunnyside/484409,Apartment,1100,1,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Beltline,51.0419054,-114.0856459,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/48761,Apartment,1100,1,500 plus balcony,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Quarry Park,50.9626212,-114.0206138,/ab/calgary/rentals/apartment/1-bedroom/quarry-park/484410,Apartment,1500,1,838,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Midnapore,50.9213546,-114.0694897,/ab/calgary/rentals/apartment/1-bedroom/midnapore/403871,Apartment,1125,1,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Rosedale,51.066304011905,-114.071850330688,/ab/calgary/rentals/apartment/1-bedroom/rosedale/121660,Apartment,1095,1,575,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Crescent Heights,51.0646036,-114.0646807,/ab/calgary/rentals/apartment/1-bedroom/crescent-heights/484372,Apartment,1025,1,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Hillhurst,51.058166630565,-114.092372601049,/ab/calgary/rentals/apartment/2-bedrooms/hillhurst/pet-friendly/484369,Apartment,1360,2,860,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Beltline,51.041047,-114.0745879,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/316346,Apartment,1275,1,545,1,2,2,559,1300,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Rosscarrock,51.0395315,-114.1423165,/ab/calgary/rentals/apartment/1-bedroom/rosscarrock/pet-friendly/6910,Apartment,1050,1,700,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Lakeview,50.994972,-114.119563,/ab/calgary/rentals/apartment/1-bedroom/lakeview/pet-friendly/343049,Apartment,1111,1,610,1,2,0,613,1126,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Sunnyside,51.0574393,-114.0757826,/ab/calgary/rentals/apartment/2-bedrooms/sunnyside/238,Apartment,1280,2,950-1100,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Beltline,51.040142,-114.0788519,/ab/calgary/rentals/apartment/2-bedrooms/beltline/pet-friendly/484250,Apartment,1225,2,,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Penbrooke Meadows,51.0383598,-113.9558853,/ab/calgary/rentals/apartment/2-bedrooms/penbrooke-meadows/311249,Apartment,1200,2,,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Eau Claire,51.0495547,-114.0793639,/ab/calgary/rentals/apartment/1-bedroom/eau-claire/47563,Apartment,1125,1,580,1,0,0,800,1460,2,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Mission,51.0367603,-114.0730631,/ab/calgary/rentals/apartment/1-bedroom/mission/91277,Apartment,1150,1,500,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Lower Mount Royal,51.0376755,-114.0908292,/ab/calgary/rentals/apartment/1-bedroom/lower-mount-royal/pet-friendly/453708,Apartment,1225,1,500,1,2,0,,,0,0,1,1,1,1,1
Not-Rented,May 01,2022-05-01,Calgary,Beltline,51.039594,-114.077181,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/297054,Apartment,1095,1,,1,2,2,,1150,2,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Crescent Heights,51.0541659,-114.0565049,/ab/calgary/rentals/apartment/2-bedrooms/crescent-heights/6948,Apartment,1195,2,900,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Cliff Bungalow,51.0322636,-114.0752951,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/481917,Apartment,1075,1,620,1,0,0,,1300,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Tuxedo Park,51.071003,-114.062093,/ab/calgary/rentals/apartment/1-bedroom/tuxedo-park/pet-friendly/453887,Apartment,1325,1,566,1,2,2,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Mission,51.0306464,-114.0671152,/ab/calgary/rentals/apartment/1-bedroom/mission/484180,Apartment,1150,1,550,1,0,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Haysboro,50.97578,-114.07426,/ab/calgary/rentals/apartment/1-bedroom/haysboro/484138,Apartment,1350,1+den,,1,0,0,,,0,0,0,0,0,0,0
Not-Rented,May 01,2022-05-01,Calgary,Lower Mount Royal,51.0337982,-114.0943935,/ab/calgary/rentals/apartment/2-bedrooms/lower-mount-royal/pet-friendly/100152,Apartment,1040,2,840,1,2,0,,,0,0,1,0,1,0,0
Not-Rented,May 01,2022-05-01,Calgary,Brentwood,51.086565,-114.128886,/ab/calgary/rentals/apartment/2-bedrooms/brentwood/48783,Apartment,1495,2,625 sq ft,1,0,0,,,0,0,1,0,1,0,0
